t,x,y,vx,vy,parameters
1.9120000000000001,0.4310363136067854,-0.7570729002203977,-0.4441928637805307,7.133704379560478,0.0
1.9121000000000001,0.43099176392012284,-0.7563593056825533,-0.44676930949241556,7.138227588814642,0.0
1.9122000000000001,0.4309469565833381,-0.7556452586679471,-0.44935120304740583,7.142756543047592,0.0
1.9123,0.4309018910540778,-0.7549307586022823,-0.45193856218761674,7.147291256561416,0.0
1.9124,0.4308565667881604,-0.754215804909799,-0.45453140473205955,7.151831743709031,0.0
1.9125,0.4308109832395674,-0.7535003970132685,-0.4571297485771001,7.156378018894421,0.0
1.9126,0.4307651398604335,-0.7527845343339884,-0.4597336116969236,7.160930096572884,0.0
1.9127,0.430719036101038,-0.7520682162917756,-0.4623430121440021,7.165487991251272,0.0
1.9128,0.43067267140979515,-0.7513514423049616,-0.464957968049566,7.170051717488238,0.0
1.9129,0.43062604523324494,-0.7506342117903873,-0.46757849762408044,7.174621289894482,0.0
1.913,0.4305791570160436,-0.7499165241633957,-0.47020461915772593,7.179196723133002,0.0
1.9131,0.43053200620095444,-0.7491983788378276,-0.4728363510208813,7.183778031919337,0.0
1.9132,0.4304845922288381,-0.7484797752260153,-0.4754737116646143,7.188365231021824,0.0
1.9133,0.4304369145386433,-0.7477607127387764,-0.47811671962117275,7.192958335261846,0.0
1.9134,0.4303889725673971,-0.7470411907854093,-0.4807653935044831,7.197557359514086,0.0
1.9135000000000002,0.43034076575019525,-0.7463212087736846,-0.48341975201065646,7.202162318706794,0.0
1.9136000000000002,0.43029229352019294,-0.7456007661098455,-0.486079813918472,7.206773227821998,0.0
1.9137000000000002,0.4302435553085947,-0.7448798621985939,-0.48874559808992135,7.211390101895827,0.0
1.9138000000000002,0.4301945505446447,-0.7441584964430891,-0.4914171234707011,7.216012956018726,0.0
1.9139000000000002,0.43014527865561736,-0.7434366682449416,-0.49409440909073543,7.220641805335727,0.0
1.9140000000000001,0.430095739066807,-0.7427143770042066,-0.4967774740647014,7.225276665046712,0.0
1.9141000000000001,0.4300459312015183,-0.7419916221193784,-0.49946633759255576,7.2299175504066735,0.0
1.9142000000000001,0.4299958544810565,-0.741268402987384,-0.5021610189600677,7.234564476725979,0.0
1.9143000000000001,0.42994550832471706,-0.7405447190035773,-0.5048615375393553,7.239217459370641,0.0
1.9144,0.42989489214977605,-0.7398205695617337,-0.507567912789427,7.243876513762576,0.0
1.9145,0.42984400537147993,-0.7390959540540432,-0.5102801642567281,7.24854165537988,0.0
1.9146,0.4297928474030353,-0.7383708718711047,-0.5129983115756902,7.253212899757095,0.0
1.9147,0.42974141765559914,-0.7376453224019204,-0.5157223744692867,7.257890262485482,0.0
1.9148,0.4296897155382683,-0.7369193050338891,-0.5184523727495934,7.262573759213292,0.0
1.9149,0.42963774045806946,-0.7361928191528005,-0.5211883263183517,7.267263405646041,0.0
1.915,0.4295854918199488,-0.7354658641428287,-0.5239302551675384,7.271959217546787,0.0
1.9151,0.42953296902676175,-0.7347384393865266,-0.5266781793799399,7.276661210736401,0.0
1.9152,0.42948017147926243,-0.7340105442648193,-0.5294321191297293,7.281369401093855,0.0
1.9153,0.42942709857609346,-0.733282178156998,-0.5321920946830521,7.286083804556494,0.0
1.9154,0.42937374971377545,-0.7325533404407145,-0.5349581263986115,7.290804437120322,0.0
1.9155000000000002,0.4293201242866964,-0.7318240304919722,-0.5377302347282704,7.295531314840288,0.0
1.9156000000000002,0.42926622168710155,-0.731094247685127,-0.5405084402176229,7.300264453830541,0.0
1.9157000000000002,0.4292120413050821,-0.7303639913928713,-0.5432927635066342,7.305003870264764,0.0
1.9158000000000002,0.4291575825285652,-0.7296332609862346,-0.546083225330224,7.309749580376433,0.0
1.9159000000000002,0.4291028447433028,-0.7289020558345747,-0.5488798465188848,7.314501600459104,0.0
1.9160000000000001,0.4290478273328614,-0.7281703753055717,-0.5516826479993,7.31925994686671,0.0
1.9161000000000001,0.4289925296786109,-0.7274382187652224,-0.5544916507949658,7.324024636013855,0.0
1.9162000000000001,0.42893695115971403,-0.726705585577833,-0.5573068760268186,7.328795684376096,0.0
1.9163000000000001,0.4288810911531152,-0.7259724751060134,-0.5601283449138684,7.33357310849025,0.0
1.9164,0.42882494903352986,-0.7252388867106698,-0.5629560787738355,7.338356924954684,0.0
1.9165,0.4287685241734335,-0.724504819751,-0.5657900990237941,7.343147150429612,0.0
1.9166,0.42871181594305036,-0.7237702735844851,-0.5686304271808192,7.347943801637397,0.0
1.9167,0.42865482371034286,-0.7230352475668845,-0.5714770848626399,7.352746895362849,0.0
1.9168,0.42859754684100015,-0.7222997410522286,-0.5743300937882977,7.357556448453528,0.0
1.9169,0.4285399846984271,-0.7215637533928125,-0.5771894757788099,7.362372477820049,0.0
1.917,0.4284821366437329,-0.7208272839391899,-0.5800552527578371,7.367195000436384,0.0
1.9171,0.42842400203572023,-0.7200903320401658,-0.582927446752359,7.372024033340173,0.0
1.9172,0.4283655802308737,-0.7193528970427905,-0.5858060798933515,7.376859593633027,0.0
1.9173,0.42830687058334843,-0.7186149782923529,-0.588691174416472,7.3817016984808435,0.0
1.9174,0.428247872444959,-0.7178765751323739,-0.5915827526627485,7.386550365114113,0.0
1.9175,0.4281885851651676,-0.7171376869046,-0.5944808370792755,7.391405610828234,0.0
1.9176000000000002,0.42812900809107296,-0.7163983129489944,-0.5973854502199198,7.39626745298384,0.0
1.9177000000000002,0.4280691405673988,-0.7156584526037375,-0.6002966147460018,7.401135909007066,0.0
